"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"Codes for special purposes"	"U00-U99"	35	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"May, 2022"	"2022/05"	"External causes of morbidity and mortality"	"V01-Y89"	199	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Certain infectious and parasitic diseases"	"A00-B99"	38	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Neoplasms"	"C00-D48"	467	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	129	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Mental and behavioural disorders"	"F01-F99"	153	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the nervous system"	"G00-G98"	211	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the circulatory system"	"I00-I99"	727	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the respiratory system"	"J00-J98"	190	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the digestive system"	"K00-K92"	95	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Diseases of the genitourinary system"	"N00-N98"	58	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	28	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"Codes for special purposes"	"U00-U99"	80	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jun., 2022"	"2022/06"	"External causes of morbidity and mortality"	"V01-Y89"	235	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Certain infectious and parasitic diseases"	"A00-B99"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Neoplasms"	"C00-D48"	534	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	120	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Mental and behavioural disorders"	"F01-F99"	139	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the nervous system"	"G00-G98"	230	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the circulatory system"	"I00-I99"	692	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the respiratory system"	"J00-J98"	193	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the digestive system"	"K00-K92"	103	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Diseases of the genitourinary system"	"N00-N98"	64	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"Codes for special purposes"	"U00-U99"	88	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jul., 2022"	"2022/07"	"External causes of morbidity and mortality"	"V01-Y89"	249	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Certain infectious and parasitic diseases"	"A00-B99"	37	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Neoplasms"	"C00-D48"	515	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Mental and behavioural disorders"	"F01-F99"	154	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the nervous system"	"G00-G98"	225	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the circulatory system"	"I00-I99"	701	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the respiratory system"	"J00-J98"	198	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the digestive system"	"K00-K92"	121	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Diseases of the genitourinary system"	"N00-N98"	63	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"Codes for special purposes"	"U00-U99"	81	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Aug., 2022"	"2022/08"	"External causes of morbidity and mortality"	"V01-Y89"	233	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Certain infectious and parasitic diseases"	"A00-B99"	37	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Neoplasms"	"C00-D48"	477	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	108	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Mental and behavioural disorders"	"F01-F99"	138	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the nervous system"	"G00-G98"	214	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the circulatory system"	"I00-I99"	680	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the respiratory system"	"J00-J98"	173	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the digestive system"	"K00-K92"	103	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Diseases of the genitourinary system"	"N00-N98"	47	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	25	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"Codes for special purposes"	"U00-U99"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Sep., 2022"	"2022/09"	"External causes of morbidity and mortality"	"V01-Y89"	230	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Certain infectious and parasitic diseases"	"A00-B99"	41	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Neoplasms"	"C00-D48"	466	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	126	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Mental and behavioural disorders"	"F01-F99"	156	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the nervous system"	"G00-G98"	249	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the circulatory system"	"I00-I99"	721	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the respiratory system"	"J00-J98"	199	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the digestive system"	"K00-K92"	97	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Diseases of the genitourinary system"	"N00-N98"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Certain conditions originating in the perinatal period"	"P00-P96"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	40	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"Codes for special purposes"	"U00-U99"	31	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Oct., 2022"	"2022/10"	"External causes of morbidity and mortality"	"V01-Y89"	242	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Certain infectious and parasitic diseases"	"A00-B99"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Neoplasms"	"C00-D48"	499	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	124	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Mental and behavioural disorders"	"F01-F99"	133	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the nervous system"	"G00-G98"	214	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the circulatory system"	"I00-I99"	741	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the respiratory system"	"J00-J98"	224	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the digestive system"	"K00-K92"	133	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Diseases of the genitourinary system"	"N00-N98"	56	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	44	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"Codes for special purposes"	"U00-U99"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Nov., 2022"	"2022/11"	"External causes of morbidity and mortality"	"V01-Y89"	233	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Certain infectious and parasitic diseases"	"A00-B99"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Neoplasms"	"C00-D48"	513	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	16	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	153	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Mental and behavioural disorders"	"F01-F99"	165	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the nervous system"	"G00-G98"	238	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the circulatory system"	"I00-I99"	762	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the respiratory system"	"J00-J98"	287	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the digestive system"	"K00-K92"	111	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Diseases of the genitourinary system"	"N00-N98"	45	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	46	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"Codes for special purposes"	"U00-U99"	50	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Dec., 2022"	"2022/12"	"External causes of morbidity and mortality"	"V01-Y89"	238	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Certain infectious and parasitic diseases"	"A00-B99"	51	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Neoplasms"	"C00-D48"	535	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	141	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Mental and behavioural disorders"	"F01-F99"	158	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the nervous system"	"G00-G98"	222	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the circulatory system"	"I00-I99"	760	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the respiratory system"	"J00-J98"	251	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the digestive system"	"K00-K92"	113	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Diseases of the genitourinary system"	"N00-N98"	41	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	23	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"Codes for special purposes"	"U00-U99"	49	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Jan., 2023 (provisional)"	"2023/01"	"External causes of morbidity and mortality"	"V01-Y89"	216	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Certain infectious and parasitic diseases"	"A00-B99"	57	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Neoplasms"	"C00-D48"	448	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Mental and behavioural disorders"	"F01-F99"	125	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the nervous system"	"G00-G98"	189	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the circulatory system"	"I00-I99"	660	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the respiratory system"	"J00-J98"	191	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the digestive system"	"K00-K92"	101	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Diseases of the genitourinary system"	"N00-N98"	44	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Feb., 2023 (provisional)"	"2023/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	12	Not Applicable	Not Applicable
