"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	1356	581381	233.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	1416	581381	243.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	1250	581381	215.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	682	577737	118.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	724	578759	125.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	813	582328	139.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	810	578803	139.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	796	581381	136.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	765	581381	131.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	587	581381	101.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	527	582328	90.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	1139	578803	196.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	398	581381	68.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	149	581381	25.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	107	581381	18.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	748	577737	129.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	837	578759	144.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	942	582328	161.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	971	578803	167.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2022"	"2022"	884	581381	152.1
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2023 (provisional)"	"2023"	811	581381	139.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"External causes of morbidity and mortality"	"V01-Y89"	"2024 (provisional and partial)"	"2024"	324	581381	55.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"999--999"	"2024 (provisional and partial)"	"2024"	339	581381	58.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2018"	"2018"	370	737438	50.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2019"	"2019"	408	731545	55.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2020"	"2020"	434	731158	59.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2021"	"2021"	514	732673	70.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2022"	"2022"	508	733583	69.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2023 (provisional)"	"2023"	527	733583	71.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain infectious and parasitic diseases"	"A00-B99"	"2024 (provisional and partial)"	"2024"	383	733583	52.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2018"	"2018"	1084	737438	147.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2019"	"2019"	1142	731545	156.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2020"	"2020"	1187	731158	162.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2021"	"2021"	1252	732673	170.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2022"	"2022"	1221	733583	166.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2023 (provisional)"	"2023"	1226	733583	167.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Neoplasms"	"C00-D48"	"2024 (provisional and partial)"	"2024"	1074	733583	146.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2018"	"2018"	95	737438	12.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2019"	"2019"	112	731545	15.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2020"	"2020"	148	731158	20.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2021"	"2021"	175	732673	23.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2022"	"2022"	152	733583	20.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	162	733583	22.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	137	733583	18.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	625	737438	84.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	667	731545	91.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	887	731158	121.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	1135	732673	154.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	1004	733583	136.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	1000	733583	136.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	800	733583	109.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	1230	737438	166.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	1370	731545	187.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	1475	731158	201.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	1722	732673	235.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	1620	733583	220.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	1576	733583	214.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	1261	733583	171.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	465	737438	63.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	493	731545	67.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	560	731158	76.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	640	732673	87.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	683	733583	93.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	603	733583	82.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	444	733583	60.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	2057	737438	278.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	2118	731545	289.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	2500	731158	341.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	3056	732673	417.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	2816	733583	383.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	2681	733583	365.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	2041	733583	278.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	970	737438	131.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	1038	731545	141.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	1221	731158	167.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	1781	732673	243.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	1410	733583	192.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	1256	733583	171.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	966	733583	131.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	462	737438	62.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	492	731545	67.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	588	731158	80.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	647	732673	88.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	634	733583	86.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	671	733583	91.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	491	733583	66.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	44	737438	6.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	46	731545	6.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	59	731158	8.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	68	732673	9.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	71	733583	9.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	52	733583	7.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	79	733583	10.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	73	737438	9.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	80	731545	10.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	99	731158	13.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	130	732673	17.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	129	733583	17.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	128	733583	17.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	112	733583	15.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	337	737438	45.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	394	731545	53.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	464	731158	63.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	585	732673	79.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	522	733583	71.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	498	733583	67.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	356	733583	48.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	35	737438	4.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	25	731545	3.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	24	731158	3.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	36	732673	4.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	33	733583	4.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	34	733583	4.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	23	733583	3.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	37	737438	5.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	44	731545	6.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	41	731158	5.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	46	732673	6.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	35	733583	4.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	49	733583	6.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	35	733583	4.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	692	737438	93.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	754	731545	103.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	880	731158	120.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	1031	732673	140.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	1028	733583	140.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	989	733583	134.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	849	733583	115.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	813	737438	110.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	871	731545	119.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	907	731158	124.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	1029	732673	140.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	1023	733583	139.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	1154	733583	157.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	766	733583	104.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	264	731158	36.1
