"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	4008	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	4461	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	206	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	5841	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	265	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	60	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	5757	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	236	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	4476	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	235	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	60	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	4322	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	249	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	4291	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	251	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	4146	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	279	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	4476	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	4691	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	5808	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	261	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	5771	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	214	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	4637	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	244	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	67	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	4696	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	250	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	4415	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	250	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	4324	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	259	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	3824	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	262	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	3927	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	199	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	4195	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	214	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	4506	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	4706	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	190	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	60	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	4477	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	221	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	61	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	5216	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	246	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	61	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	6447	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	4386	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	238	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	4365	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	207	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	56	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	3996	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	193	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	4133	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	213	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	4010	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	209	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	4082	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	192	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	62	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	4145	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	198	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	4032	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	218	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	4378	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	254	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	4504	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	249	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	4741	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	214	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	56	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	4721	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	201	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	4085	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	209	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	56	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	4336	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	225	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	3891	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	222	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	56	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	4007	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	231	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	3780	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	228	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	59	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	3823	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	205	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	4158	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	201	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	4012	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	237	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	4372	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	213	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	4268	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	233	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	4759	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	189	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	4943	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	181	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	4232	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	166	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	4341	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	149	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	4202	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	34	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	3954	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	249	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	3756	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	442	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	3653	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	434	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	3926	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	392	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	3690	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	337	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	3601	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	179	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2024 (provisional and partial)"	"2024/11"	"All other non-drug and non-alcohol causes"	"O"	134	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Residence States: Hawaii (15); Idaho (16); Illinois (17); Indiana (18); Iowa (19); Kansas (20); Kentucky (21); Louisiana (22);"
"Maine (23); Maryland (24)"
"Year/Month: 2020; 2021; 2022; 2023 (provisional); 2024 (provisional and partial)"
"Group By: Residence State; Month; UCD - Drug/Alcohol Induced"
"Show Totals: Disabled"
"Show Zero Values: False"
