"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	231	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1086	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	392	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	412	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	714	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	"#COVID-19 (U07.1)"	"GR113-137"	378	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Septicemia (A40-A41)"	"GR113-010"	312	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4708	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	718	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Alzheimer disease (G30)"	"GR113-052"	841	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4877	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1296	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	247	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1050	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	382	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	391	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	796	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	"#COVID-19 (U07.1)"	"GR113-137"	369	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Septicemia (A40-A41)"	"GR113-010"	316	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4713	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	715	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Alzheimer disease (G30)"	"GR113-052"	899	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5010	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1267	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	264	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1016	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	363	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	389	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	808	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	"#COVID-19 (U07.1)"	"GR113-137"	333	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Septicemia (A40-A41)"	"GR113-010"	293	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4794	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	646	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Alzheimer disease (G30)"	"GR113-052"	821	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4768	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1297	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	282	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1062	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	359	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	410	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	882	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	"#COVID-19 (U07.1)"	"GR113-137"	262	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Septicemia (A40-A41)"	"GR113-010"	324	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4736	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	720	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Alzheimer disease (G30)"	"GR113-052"	845	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4707	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1340	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	272	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1028	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	372	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	385	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	917	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	"#COVID-19 (U07.1)"	"GR113-137"	263	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Septicemia (A40-A41)"	"GR113-010"	322	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4624	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	637	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Alzheimer disease (G30)"	"GR113-052"	837	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4736	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1296	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	261	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1037	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	380	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	390	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	970	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	"#COVID-19 (U07.1)"	"GR113-137"	226	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Septicemia (A40-A41)"	"GR113-010"	323	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4503	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	691	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Alzheimer disease (G30)"	"GR113-052"	772	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4678	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1288	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	252	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1046	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	348	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	413	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1021	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	"#COVID-19 (U07.1)"	"GR113-137"	179	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Septicemia (A40-A41)"	"GR113-010"	325	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4494	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	644	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Alzheimer disease (G30)"	"GR113-052"	796	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4637	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1348	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	284	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1000	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	341	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	399	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1030	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	"#COVID-19 (U07.1)"	"GR113-137"	150	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Septicemia (A40-A41)"	"GR113-010"	280	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4270	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	628	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Alzheimer disease (G30)"	"GR113-052"	806	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4274	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1268	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	261	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	976	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	334	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	363	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1003	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	"#COVID-19 (U07.1)"	"GR113-137"	114	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	"#Septicemia (A40-A41)"	"GR113-010"	247	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3751	Not Applicable	Not Applicable
